home_goals_for_last5,home_goals_against_last5,home_points_last5,home_gd_last5,away_goals_for_last5,away_goals_against_last5,away_points_last5,away_gd_last5,y
2.6,1.8,2.2,0.8,2.0,1.6,1.8,0.4,1
0.4,1.2,1.2,-0.8,1.6,1.8,1.8,-0.2,2
1.2,1.4,1.0,-0.2,1.2,1.2,1.4,0.0,2
1.4,2.2,1.2,-0.8,0.4,3.0,0.0,-2.6,0
2.0,1.2,2.0,0.8,2.4,0.4,3.0,2.0,0
0.5,0.75,1.0,-0.25,1.4,0.8,2.0,0.6,0
0.0,1.0,0.0,-1.0,0.8,1.0,1.6,-0.2,2
0.8,1.2,0.6,-0.4,1.6,0.8,1.8,0.8,0
2.0,2.2,1.4,-0.2,1.0,1.0,1.0,0.0,1
0.0,2.0,0.0,-2.0,0.6,1.4,1.2,-0.8,0
1.4,1.8,1.8,-0.4,0.6,1.8,0.8,-1.2,2
2.4,1.0,2.0,1.4,1.4,1.0,2.0,0.4,2
0.6,2.4,0.4,-1.8,0.3333333333333333,0.3333333333333333,1.0,0.0,0
2.6,2.0,1.6,0.6,1.8,2.4,0.6,-0.6,2
0.8,1.4,0.6,-0.6,0.6,2.4,0.2,-1.8,2
2.0,1.4,2.0,0.6,1.0,1.2,1.2,-0.2,1
1.0,2.0,0.8,-1.0,2.6,2.6,1.8,0.0,0
1.6,1.2,1.6,0.4,0.5,0.5,1.0,0.0,1
0.6,1.0,1.4,-0.4,2.0,0.8,2.2,1.2,2
2.6,1.2,2.0,1.4,2.0,1.5,2.0,0.5,2
2.6,1.4,2.6,1.2,1.8,1.6,1.2,0.2,2
0.8,0.8,1.6,0.0,1.2,2.4,0.8,-1.2,2
1.2,0.6,1.8,0.6,0.6,1.6,0.4,-1.0,0
1.4,2.0,0.4,-0.6,1.8,1.4,1.6,0.4,0
0.2,1.6,0.2,-1.4,0.6,1.6,1.0,-1.0,2
0.6,1.6,0.4,-1.0,1.4,1.0,1.4,0.4,0
0.4,2.6,0.6,-2.2,1.2,1.0,1.4,0.2,2
1.0,1.4,0.6,-0.4,1.6,0.2,2.2,1.4,0
1.8,1.0,2.0,0.8,0.6,0.6,1.2,0.0,2
0.3333333333333333,0.3333333333333333,1.0,0.0,1.2,1.6,0.8,-0.4,2
0.6,0.8,1.0,-0.2,1.6,1.2,2.0,0.4,0
1.2,2.0,0.8,-0.8,1.2,1.2,1.0,0.0,1
1.4,1.6,1.2,-0.2,1.2,1.2,1.2,0.0,2
0.4,1.4,0.8,-1.0,0.4,3.0,0.0,-2.6,2
1.0,1.2,1.4,-0.2,3.2,0.8,2.6,2.4,0
2.2,1.6,1.4,0.6,2.6,1.0,3.0,1.6,2
1.6,1.8,1.0,-0.2,1.2,1.8,0.6,-0.6,0
0.6,2.2,0.4,-1.6,1.4,1.8,1.4,-0.4,0
2.0,2.0,1.0,0.0,0.8,1.2,1.4,-0.4,2
0.8,2.2,0.6,-1.4,1.4,1.2,1.4,0.2,1
1.2,1.2,1.0,0.0,1.6,1.2,1.8,0.4,2
0.8,1.8,0.0,-1.0,1.0,1.4,1.0,-0.4,2
0.4,0.2,1.6,0.2,1.6,1.2,1.4,0.4,2
0.6,2.2,0.6,-1.6,1.0,1.6,1.0,-0.6,1
0.4,1.0,1.0,-0.6,1.2,0.6,1.6,0.6,2
1.2,1.0,1.4,0.2,1.0,1.2,1.6,-0.2,0
1.4,0.6,2.0,0.8,1.8,2.2,1.2,-0.4,0
0.4,1.8,1.2,-1.4,1.6,1.2,1.8,0.4,2
1.0,1.2,1.4,-0.2,1.8,1.2,1.4,0.6,2
0.6,0.6,1.2,0.0,1.2,0.4,2.2,0.8,1
1.0,2.4,0.8,-1.4,0.4,0.8,0.8,-0.4,0
1.0,1.6,0.6,-0.6,0.8,1.2,1.4,-0.4,1
1.2,0.4,2.2,0.8,1.8,0.6,2.2,1.2,2
0.6,2.0,0.8,-1.4,1.0,1.0,1.8,0.0,0
0.4,1.4,0.6,-1.0,0.4,1.2,0.8,-0.8,1
0.8,1.2,1.2,-0.4,1.0,1.6,0.8,-0.6,0
1.0,1.4,0.8,-0.4,1.4,1.6,1.6,-0.2,0
1.4,0.8,1.4,0.6,1.8,1.0,2.0,0.8,2
0.4,1.6,0.0,-1.2,1.6,0.8,1.8,0.8,0
1.4,0.6,2.4,0.8,0.6,2.0,0.0,-1.4,2
3.4,1.8,1.8,1.6,0.8,1.6,1.2,-0.8,2
1.0,0.8,1.6,0.2,1.4,0.6,2.0,0.8,0
2.2,1.0,1.6,1.2,0.6,1.0,1.0,-0.4,2
1.2,1.6,1.0,-0.4,0.6,1.8,0.2,-1.2,0
2.0,1.2,2.0,0.8,1.0,1.0,1.5,0.0,2
1.8,0.8,2.6,1.0,2.4,0.8,2.2,1.6,2
1.0,1.2,1.0,-0.2,1.4,0.8,1.8,0.6,0
0.2,1.0,0.8,-0.8,0.6,1.0,1.4,-0.4,1
2.6,0.6,2.4,2.0,1.4,1.4,1.0,0.0,0
1.0,2.4,0.8,-1.4,1.0,2.0,1.4,-1.0,2
1.4,1.8,1.0,-0.4,0.4,3.0,0.0,-2.6,2
1.0,0.8,1.4,0.2,2.6,1.4,1.8,1.2,0
0.8,1.0,1.6,-0.2,2.4,0.6,2.6,1.8,0
2.2,2.2,0.8,0.0,1.0,1.4,1.0,-0.4,0
0.6,0.6,1.0,0.0,1.0,2.2,1.0,-1.2,1
2.2,0.2,3.0,2.0,0.3333333333333333,1.0,0.6666666666666666,-0.6666666666666666,2
1.0,2.2,0.8,-1.2,1.4,1.4,1.6,0.0,0
1.2,1.8,1.2,-0.6,1.0,3.2,0.2,-2.2,2
0.6,1.8,0.8,-1.2,1.0,1.4,1.0,-0.4,1
1.0,1.0,1.6,0.0,1.2,1.0,1.2,0.2,0
1.4,1.6,1.4,-0.2,1.0,0.4,1.6,0.6,0
1.2,0.8,1.6,0.4,0.8,1.0,1.0,-0.2,2
0.8,2.0,1.2,-1.2,0.8,1.8,0.8,-1.0,1
1.4,0.4,2.4,1.0,1.0,1.6,1.2,-0.6,2
1.4,1.4,1.2,0.0,2.6,0.6,2.6,2.0,1
1.2,1.4,1.2,-0.2,1.75,2.5,0.75,-0.75,2
2.4,1.8,1.4,0.6,0.8,1.0,1.2,-0.2,2
0.8,2.2,0.2,-1.4,2.2,0.8,1.8,1.4,0
1.2,1.0,1.6,0.2,1.6,0.6,2.6,1.0,0
1.8,2.0,1.2,-0.2,3.0,2.2,1.6,0.8,1
0.6,0.8,0.8,-0.2,1.4,1.6,1.2,-0.2,1
1.6,1.4,1.4,0.2,3.2,1.0,2.0,2.2,0
0.6,2.2,0.2,-1.6,1.8,1.4,1.6,0.4,0
0.6,1.4,1.2,-0.8,2.2,1.4,2.2,0.8,2
2.0,1.0,2.0,1.0,2.4,1.0,2.0,1.4,1
0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,1.8,0.2,-0.8,2
1.0,2.2,0.8,-1.2,2.4,1.2,2.0,1.2,0
0.4,1.8,0.6,-1.4,1.6,1.0,2.2,0.6,0
1.8,1.0,2.0,0.8,1.6,1.0,2.0,0.6,0
1.8,1.2,1.8,0.6,1.4,1.2,2.4,0.2,1
1.8,0.6,2.2,1.2,2.6,1.0,2.6,1.6,0
1.0,2.0,1.5,-1.0,1.2,2.0,0.4,-0.8,0
0.0,1.8,0.2,-1.8,1.4,1.0,1.6,0.4,2
1.3333333333333333,1.6666666666666667,1.3333333333333333,-0.3333333333333333,1.4,1.4,1.2,0.0,2
2.2,2.2,1.8,0.0,0.8,0.8,1.6,0.0,2
0.8,0.8,1.0,0.0,1.2,1.8,0.8,-0.6,2
2.0,1.2,2.2,0.8,1.2,1.8,0.8,-0.6,2
2.0,1.2,2.0,0.8,2.0,0.6,2.6,1.4,1
2.0,0.8,2.2,1.2,0.8,1.2,1.0,-0.4,2
1.4,0.8,1.8,0.6,3.0,1.2,2.6,1.8,1
1.4,1.6,1.4,-0.2,0.6,1.4,0.8,-0.8,1
1.2,1.6,1.4,-0.4,0.8,0.8,1.2,0.0,2
2.0,2.0,1.2,0.0,0.0,1.5,0.0,-1.5,2
0.6,1.2,0.8,-0.6,3.0,1.2,3.0,1.8,2
1.0,1.6,0.6,-0.6,0.8,2.4,0.8,-1.6,0
0.8,1.8,0.2,-1.0,0.8,2.0,0.8,-1.2,1
2.6,1.0,2.6,1.6,1.8,1.2,1.6,0.6,1
1.6,2.4,0.6,-0.8,0.8,1.0,1.8,-0.2,1
2.2,0.6,2.4,1.6,1.8,0.4,3.0,1.4,2
2.4,0.6,3.0,1.8,2.4,1.4,2.4,1.0,2
0.6,2.0,0.4,-1.4,0.6,0.8,1.0,-0.2,2
0.6,2.0,0.4,-1.4,0.6,3.0,0.4,-2.4,0
1.4,1.6,1.8,-0.2,1.6,1.2,1.4,0.4,1
1.25,0.25,1.5,1.0,3.4,0.6,2.6,2.8,0
0.6,1.4,0.8,-0.8,0.6,1.4,1.2,-0.8,2
2.2,0.4,3.0,1.8,1.4,0.6,1.8,0.8,1
1.2,2.0,1.2,-0.8,0.8,1.0,1.0,-0.2,2
1.6,0.8,2.0,0.8,0.75,0.5,1.5,0.25,2
1.8,0.6,2.4,1.2,2.4,1.0,2.0,1.4,2
1.8,0.6,3.0,1.2,1.0,1.0,1.2,0.0,0
1.2,1.4,1.6,-0.2,2.2,0.8,2.0,1.4,0
0.0,2.6666666666666665,0.0,-2.6666666666666665,1.2,1.6,0.8,-0.4,0
0.6666666666666666,2.0,1.0,-1.3333333333333333,1.2,1.6,1.8,-0.4,2
1.8,1.2,1.8,0.6,1.0,1.4,0.8,-0.4,2
1.6,2.2,0.8,-0.6,0.8,2.2,0.4,-1.4,2
0.8,2.2,0.0,-1.4,1.2,2.4,0.2,-1.2,1
1.5,0.75,1.5,0.75,0.8,2.4,0.2,-1.6,0
0.8,1.0,1.0,-0.2,0.25,1.25,0.5,-1.0,2
1.2,1.6,1.0,-0.4,1.0,1.2,1.4,-0.2,0
1.2,1.0,1.4,0.2,2.2,1.4,2.0,0.8,2
2.0,1.6,1.6,0.4,2.6,1.4,1.8,1.2,0
2.0,2.0,1.4,0.0,0.2,1.4,0.8,-1.2,1
2.2,1.0,1.6,1.2,0.6,2.2,0.2,-1.6,0
1.6,2.0,1.0,-0.4,1.4,1.2,1.6,0.2,2
2.2,1.6,1.6,0.6,1.2,1.8,1.0,-0.6,2
2.6,1.8,1.6,0.8,1.0,1.0,2.0,0.0,2
2.6,0.8,2.2,1.8,2.2,2.0,0.8,0.2,1
1.2,1.4,1.4,-0.2,1.2,0.8,1.6,0.4,2
1.2,3.6,0.0,-2.4,0.8,2.6,0.0,-1.8,0
1.4,2.0,0.8,-0.6,1.2,1.4,1.2,-0.2,1
0.8,1.2,1.4,-0.4,2.4,1.0,2.6,1.4,2
1.4,1.4,2.0,0.0,1.6,1.8,1.8,-0.2,0
1.0,1.2,1.0,-0.2,2.2,2.0,1.8,0.2,1
0.8,1.2,1.4,-0.4,1.25,1.25,1.75,0.0,0
2.6,1.0,2.6,1.6,1.6,1.4,1.4,0.2,2
2.2,1.6,2.4,0.6,2.6,1.6,1.8,1.0,2
2.6,1.0,2.0,1.6,1.2,2.2,0.4,-1.0,2
1.4,1.4,2.0,0.0,1.0,2.0,1.0,-1.0,1
2.0,2.0,1.8,0.0,1.8,1.8,1.2,0.0,0
2.6,1.4,2.4,1.2,2.0,0.2,3.0,1.8,1
0.4,1.2,0.8,-0.8,0.6,1.6,0.8,-1.0,2
1.0,1.0,1.2,0.0,1.8,0.6,3.0,1.2,0
0.6,1.0,1.0,-0.4,0.8,2.2,0.6,-1.4,0
0.6,0.2,1.6,0.4,1.6,1.8,1.4,-0.2,2
0.6,2.8,0.2,-2.2,2.2,1.8,1.4,0.4,0
2.8,0.8,2.4,2.0,0.75,1.5,1.5,-0.75,2
1.0,1.0,1.8,0.0,2.0,0.6,2.4,1.4,0
0.6,1.2,1.0,-0.6,0.4,2.0,0.0,-1.6,2
0.8,1.0,1.2,-0.2,1.0,1.6,1.0,-0.6,0
1.6,0.4,2.6,1.2,0.8,1.2,0.8,-0.4,2
3.2,0.6,2.6,2.6,0.8,1.2,1.0,-0.4,2
1.4,1.0,1.4,0.4,0.6,0.8,1.2,-0.2,1
1.0,1.6,0.8,-0.6,0.6,2.0,0.8,-1.4,2
0.6,0.6,1.4,0.0,1.2,1.6,0.8,-0.4,0
0.6,2.2,0.0,-1.6,1.4,2.0,1.2,-0.6,0
1.0,1.6,0.8,-0.6,2.2,0.6,2.6,1.6,0
1.0,0.6,1.4,0.4,1.2,1.6,1.0,-0.4,0
1.8,2.4,1.2,-0.6,0.8,0.6,1.2,0.2,2
1.4,0.6,1.8,0.8,1.6,1.4,2.0,0.2,2
1.0,2.4,0.6,-1.4,1.2,0.8,1.4,0.4,0
3.0,1.2,2.6,1.8,2.4,1.0,2.0,1.4,2
0.8,1.0,1.0,-0.2,1.4,1.2,2.0,0.2,2
0.6,1.4,1.0,-0.8,2.8,1.2,2.4,1.6,0
1.2,0.6,1.8,0.6,1.6,1.0,1.8,0.6,0
0.8,1.0,1.0,-0.2,2.4,1.0,2.6,1.4,0
0.6,1.8,0.4,-1.2,1.0,1.2,0.8,-0.2,1
2.0,1.8,1.8,0.2,1.0,1.6,1.8,-0.6,2
3.0,1.4,2.4,1.6,0.8,2.2,0.8,-1.4,2
1.2,1.2,1.4,0.0,2.0,1.2,2.0,0.8,1
1.4,2.6,0.6,-1.2,1.0,0.6,1.6,0.4,0
2.0,0.6,2.2,1.4,1.0,0.6,1.6,0.4,1
0.4,2.4,0.6,-2.0,2.6,0.4,3.0,2.2,2
1.8,0.4,2.6,1.4,1.2,0.6,1.6,0.6,2
1.4,1.6,0.8,-0.2,1.0,2.2,0.6,-1.2,2
2.0,1.2,2.0,0.8,0.8,0.8,1.6,0.0,2
1.0,2.0,0.8,-1.0,2.2,1.2,1.4,1.0,2
1.6,1.2,1.6,0.4,1.2,3.0,0.0,-1.8,1
2.2,0.8,2.0,1.4,1.6,1.0,2.0,0.6,2
0.8,1.8,1.0,-1.0,2.0,1.2,2.4,0.8,0
0.8,1.0,1.0,-0.2,0.2,1.8,0.2,-1.6,0
1.0,0.4,1.8,0.6,0.6,1.4,0.4,-0.8,1
0.8,1.4,1.2,-0.6,3.4,1.6,1.8,1.8,0
1.2,2.4,0.6,-1.2,1.4,1.8,1.4,-0.4,2
1.0,0.8,1.4,0.2,1.8,0.8,1.8,1.0,0
1.4,1.2,1.8,0.2,0.6,1.2,0.8,-0.6,0
2.0,1.0,2.4,1.0,2.4,0.6,2.6,1.8,2
1.6,1.0,2.0,0.6,2.2,0.8,1.8,1.4,2
0.4,2.8,0.0,-2.4,1.2,2.2,1.2,-1.0,2
1.8,0.8,2.6,1.0,1.2,1.8,1.2,-0.6,2
0.8,1.6,0.8,-0.8,1.6,0.6,2.4,1.0,2
0.8,2.2,0.6,-1.4,1.8,1.2,2.4,0.6,2
3.0,1.0,3.0,2.0,1.2,1.8,0.6,-0.6,2
2.2,1.4,2.0,0.8,1.6,2.2,1.0,-0.6,1
1.8,1.4,1.4,0.4,1.6,0.8,2.2,0.8,2
0.2,1.4,0.4,-1.2,1.2,0.8,2.0,0.4,0
0.4,2.6,0.8,-2.2,0.6,0.8,0.8,-0.2,0
1.0,1.6,0.6,-0.6,3.0,0.8,2.6,2.2,0
1.6,0.8,1.6,0.8,1.4,1.2,2.0,0.2,2
1.8,1.2,1.4,0.6,1.2,1.6,1.0,-0.4,2
1.2,1.4,1.4,-0.2,1.2,1.4,1.6,-0.2,2
1.6,1.4,1.8,0.2,0.0,2.75,0.0,-2.75,1
1.8,1.4,1.4,0.4,1.4,1.8,1.0,-0.4,2
2.4,2.0,1.6,0.4,3.2,0.8,2.6,2.4,0
2.0,1.8,1.6,0.2,2.2,1.6,1.4,0.6,0
1.6,1.8,1.2,-0.2,1.0,1.2,1.4,-0.2,2
1.8,2.2,1.2,-0.4,1.0,2.2,0.4,-1.2,2
1.6,0.6,2.0,1.0,0.8,2.4,0.0,-1.6,2
2.0,0.4,2.6,1.6,1.8,0.8,1.8,1.0,2
0.8,1.8,0.6,-1.0,1.4,1.0,1.6,0.4,2
1.4,2.2,1.2,-0.8,1.2,1.8,1.2,-0.6,2
0.6,1.2,1.0,-0.6,0.4,2.6,0.2,-2.2,1
1.0,1.75,1.0,-0.75,1.6,1.2,1.4,0.4,2
1.6,1.4,1.6,0.2,2.2,1.6,2.0,0.6,2
0.8,1.0,1.2,-0.2,1.4,0.4,2.4,1.0,1
3.2,0.8,2.0,2.4,1.4,0.8,1.8,0.6,2
0.6,1.2,1.4,-0.6,1.2,0.8,1.2,0.4,1
1.2,2.0,0.8,-0.8,1.2,1.8,0.8,-0.6,2
0.8,0.8,1.6,0.0,0.2,1.4,0.6,-1.2,0
1.0,1.2,1.4,-0.2,1.2,1.4,1.0,-0.2,1
1.4,0.8,1.4,0.6,0.6,0.6,1.0,0.0,2
1.0,2.4,1.2,-1.4,2.0,1.2,2.0,0.8,0
2.0,0.6,2.6,1.4,0.6,0.8,1.0,-0.2,1
1.2,0.8,1.4,0.4,0.2,1.4,0.2,-1.2,1
1.0,1.8,0.4,-0.8,2.2,2.2,1.4,0.0,1
1.4,1.2,2.0,0.2,0.6,1.2,0.8,-0.6,0
0.6,1.2,1.0,-0.6,1.2,2.2,1.0,-1.0,1
1.6,1.0,1.6,0.6,0.4,1.2,0.8,-0.8,0
1.0,1.6,0.8,-0.6,2.0,2.0,1.4,0.0,2
2.2,1.2,2.4,1.0,1.0,1.2,0.8,-0.2,2
0.8,0.8,1.0,0.0,1.2,0.6,1.2,0.6,1
2.0,1.6,1.0,0.4,1.6,1.8,1.8,-0.2,2
0.8,1.2,1.0,-0.4,1.6,1.0,2.0,0.6,1
0.6,0.8,1.2,-0.2,0.4,1.0,0.8,-0.6,1
0.6,1.2,0.6,-0.6,0.8,1.2,0.8,-0.4,0
0.8,0.8,1.4,0.0,0.8,1.0,1.2,-0.2,2
0.4,0.8,0.8,-0.4,1.4,0.6,2.6,0.8,0
2.0,2.0,1.4,0.0,0.4,1.0,1.0,-0.6,2
2.2,0.6,2.4,1.6,1.6,1.0,2.0,0.6,2
0.6,1.0,1.0,-0.4,1.4,1.4,1.4,0.0,2
1.8,1.0,1.8,0.8,1.2,1.0,1.6,0.2,1
1.0,0.8,1.6,0.2,0.4,1.0,0.6,-0.6,2
2.2,1.8,1.4,0.4,2.0,1.8,1.8,0.2,1
2.8,1.0,2.6,1.8,1.0,2.2,0.8,-1.2,2
1.2,0.8,2.0,0.4,1.2,1.6,1.2,-0.4,2
1.2,2.8,0.2,-1.6,1.8,1.2,1.4,0.6,2
1.4,2.4,1.2,-1.0,0.6,0.8,1.2,-0.2,1
1.4,1.4,1.8,0.0,1.2,1.8,1.2,-0.6,0
1.0,0.6,1.2,0.4,1.0,1.6,0.6,-0.6,1
1.0,1.8,1.2,-0.8,1.8,2.2,1.2,-0.4,2
0.4,1.2,0.4,-0.8,0.8,0.0,1.8,0.8,1
0.8,2.2,0.6,-1.4,0.8,1.8,0.6,-1.0,0
0.6,1.8,1.2,-1.2,1.8,1.2,1.8,0.6,0
1.4,1.8,1.8,-0.4,2.6,0.6,2.6,2.0,2
1.0,1.2,1.0,-0.2,1.6,1.4,1.8,0.2,2
1.0,1.6,1.2,-0.6,2.0,2.6,1.2,-0.6,1
2.2,0.6,2.6,1.6,0.4,1.0,0.8,-0.6,2
2.2,1.0,1.8,1.2,0.8,1.2,0.8,-0.4,1
3.2,1.0,3.0,2.2,2.4,1.6,1.8,0.8,1
1.2,2.2,0.8,-1.0,0.6,2.2,0.0,-1.6,0
0.8,2.6,1.2,-1.8,0.6,1.0,0.8,-0.4,2
1.6,1.6,1.4,0.0,2.0,1.6,1.8,0.4,1
0.8,2.4,0.8,-1.6,1.0,2.4,1.2,-1.4,2
1.4,2.6,0.6,-1.2,1.4,1.4,1.4,0.0,2
1.0,1.0,1.0,0.0,1.0,0.2,2.0,0.8,2
1.2,1.0,1.6,0.2,1.4,1.0,1.6,0.4,2
0.4,1.2,0.6,-0.8,1.2,0.4,2.0,0.8,0
1.8,0.6,3.0,1.2,0.4,2.8,0.6,-2.4,2
0.6,2.0,0.6,-1.4,0.8,0.2,1.8,0.6,2
0.8,2.0,0.6,-1.2,1.2,1.2,1.2,0.0,2
0.8,0.8,1.4,0.0,1.6,0.0,2.6,1.6,2
1.6,0.8,1.6,0.8,1.0,0.8,1.6,0.2,0
1.6,1.2,1.6,0.4,1.0,1.8,0.8,-0.8,1
0.4,2.6,0.2,-2.2,2.4,1.6,2.0,0.8,2
1.0,1.6,1.0,-0.6,2.0,0.6,2.6,1.4,0
0.2,2.0,0.0,-1.8,1.8,0.8,2.4,1.0,0
1.8,0.6,2.0,1.2,0.6,0.8,1.4,-0.2,1
3.2,0.6,3.0,2.6,1.0,1.0,1.2,0.0,2
0.8,1.8,0.8,-1.0,1.4,2.8,0.4,-1.4,0
1.2,2.0,0.6,-0.8,1.0,1.2,1.2,-0.2,1
1.4,1.2,1.8,0.2,1.0,1.2,1.4,-0.2,1
1.0,1.0,1.2,0.0,0.6,2.6,0.6,-2.0,2
2.2,1.2,2.0,1.0,1.2,1.8,0.6,-0.6,2
0.2,1.2,0.2,-1.0,1.0,1.6,1.4,-0.6,0
2.4,1.4,1.8,1.0,1.2,1.4,1.4,-0.2,2
1.4,0.8,1.8,0.6,0.6,1.0,1.0,-0.4,1
0.8,1.8,0.2,-1.0,0.6,1.6,0.6,-1.0,1
0.6,0.8,1.0,-0.2,1.6,1.6,1.4,0.0,0
0.8,0.8,1.0,0.0,1.0,1.0,1.4,0.0,0
1.8,1.4,1.6,0.4,1.6,0.8,1.8,0.8,0
0.4,0.8,1.0,-0.4,0.8,1.2,1.2,-0.4,0
1.0,1.2,1.0,-0.2,1.8,0.4,2.2,1.4,0
0.8,3.0,0.0,-2.2,2.4,1.0,2.6,1.4,0
1.0,1.2,1.2,-0.2,1.4,0.8,1.6,0.6,0
1.2,3.0,0.6,-1.8,3.2,0.0,2.6,3.2,1
1.4,2.4,1.0,-1.0,2.2,1.8,1.6,0.4,0
0.4,1.4,0.4,-1.0,0.2,1.0,1.0,-0.8,1
1.4,1.6,1.2,-0.2,1.0,1.2,1.4,-0.2,2
0.8,1.4,1.0,-0.6,2.0,0.6,2.0,1.4,2
1.0,2.0,0.8,-1.0,1.0,1.4,1.8,-0.4,1
2.4,0.6,2.4,1.8,3.2,0.4,3.0,2.8,2
0.4,1.4,0.6,-1.0,1.0,1.8,1.0,-0.8,1
0.8,1.6,0.4,-0.8,1.0,1.4,1.4,-0.4,1
0.0,2.2,0.2,-2.2,1.0,1.4,0.6,-0.4,1
0.8,1.0,1.0,-0.2,1.2,1.4,1.4,-0.2,1
0.8,1.0,1.4,-0.2,2.0,1.0,2.6,1.0,0
2.2,0.8,2.4,1.4,3.4,1.6,2.4,1.8,2
2.0,0.6,2.2,1.4,1.6,1.4,1.2,0.2,2
1.2,0.6,2.4,0.6,1.0,1.4,1.0,-0.4,1
1.4,0.8,2.0,0.6,2.8,0.6,3.0,2.2,1
1.0,1.4,0.6,-0.4,2.0,0.8,2.2,1.2,2
2.0,1.8,1.6,0.2,1.4,1.8,1.4,-0.4,2
1.8,0.8,2.4,1.0,1.0,1.2,1.8,-0.2,1
1.2,1.8,0.8,-0.6,0.2,1.6,0.2,-1.4,1
2.6,1.4,2.2,1.2,1.2,0.8,1.6,0.4,2
1.4,1.0,1.8,0.4,0.8,1.6,1.0,-0.8,1
2.2,1.4,2.4,0.8,0.6,2.4,0.2,-1.8,2
0.8,2.4,0.2,-1.6,2.0,1.8,1.4,0.2,2
2.4,1.2,2.0,1.2,1.8,1.8,1.4,0.0,2
1.2,0.4,1.8,0.8,2.2,0.8,2.6,1.4,2
1.0,1.2,1.0,-0.2,2.2,0.6,2.4,1.6,0
0.8,2.2,0.8,-1.4,1.4,0.8,1.2,0.6,2
1.8,0.6,2.4,1.2,2.4,1.4,2.4,1.0,1
0.6,0.6,1.2,0.0,4.0,0.4,3.0,3.6,0
0.8,1.6,1.0,-0.8,1.2,1.2,1.0,0.0,2
0.8,1.6,1.0,-0.8,1.0,1.4,1.4,-0.4,0
1.6,0.6,2.0,1.0,0.6,1.0,1.0,-0.4,2
1.4,0.8,2.2,0.6,0.6,1.0,0.8,-0.4,2
1.2,1.4,1.6,-0.2,1.4,0.8,1.4,0.6,1
1.6,0.4,2.2,1.2,2.8,1.0,2.4,1.8,2
2.0,1.4,1.8,0.6,2.0,0.6,2.0,1.4,0
0.8,1.4,1.0,-0.6,1.6,1.6,1.0,0.0,2
0.8,1.2,0.8,-0.4,1.4,1.8,1.8,-0.4,2
0.4,1.4,0.8,-1.0,1.0,3.4,0.0,-2.4,2
0.6,1.0,0.8,-0.4,1.8,0.8,1.6,1.0,0
0.2,1.4,0.2,-1.2,0.4,1.8,0.0,-1.4,2
1.4,1.0,1.6,0.4,1.0,1.0,1.2,0.0,0
1.2,1.6,1.4,-0.4,1.0,0.4,2.0,0.6,1
2.2,0.4,2.6,1.8,0.6,1.2,0.8,-0.6,2
3.6,0.4,2.6,3.2,1.4,2.0,0.8,-0.6,2
2.2,1.0,2.6,1.2,0.8,1.0,1.2,-0.2,2
0.8,1.4,0.8,-0.6,1.2,0.8,1.8,0.4,0
0.8,1.2,1.0,-0.4,1.0,1.8,0.4,-0.8,2
2.2,0.8,2.6,1.4,2.0,0.6,2.6,1.4,1
1.2,0.2,2.2,1.0,1.0,0.6,2.0,0.4,2
1.4,2.0,1.2,-0.6,2.0,0.4,2.6,1.6,2
1.0,1.4,0.8,-0.4,1.6,2.6,0.8,-1.0,2
1.6,1.8,1.2,-0.2,1.8,1.2,1.4,0.6,1
1.6,1.6,1.8,0.0,1.6,0.8,2.4,0.8,2
1.2,1.6,1.0,-0.4,1.4,2.8,0.8,-1.4,2
1.8,0.6,2.6,1.2,1.0,1.6,1.2,-0.6,0
0.8,1.2,0.6,-0.4,0.6,1.4,0.4,-0.8,1
2.6,1.4,2.6,1.2,2.0,1.8,1.6,0.2,2
2.0,1.2,2.4,0.8,1.4,0.8,2.0,0.6,2
1.0,1.6,1.0,-0.6,1.8,1.6,1.4,0.2,0
1.4,0.6,2.0,0.8,2.2,0.8,2.4,1.4,2
2.4,1.8,1.4,0.6,3.2,1.4,2.4,1.8,2
0.6,1.4,0.6,-0.8,2.0,1.8,1.4,0.2,0
0.4,2.2,0.6,-1.8,2.2,1.4,2.0,0.8,2
1.6,0.8,2.0,0.8,1.2,2.2,0.8,-1.0,1
2.8,1.6,1.8,1.2,0.8,1.4,0.6,-0.6,2
2.4,1.6,2.0,0.8,0.4,2.2,0.0,-1.8,2
1.4,1.2,1.6,0.2,0.8,1.6,0.8,-0.8,1
1.4,0.8,2.0,0.6,0.6,0.6,1.6,0.0,1
1.4,1.0,1.6,0.4,1.0,0.6,2.0,0.4,1
0.4,0.2,1.4,0.2,1.4,1.4,1.4,0.0,1
2.8,0.4,2.4,2.4,1.4,2.4,0.8,-1.0,2
2.0,1.8,1.4,0.2,1.8,0.8,2.4,1.0,0
0.2,0.6,0.6,-0.4,1.0,1.2,1.4,-0.2,0
1.4,1.0,1.4,0.4,0.4,0.8,0.6,-0.4,2
2.0,1.8,1.6,0.2,2.8,0.6,3.0,2.2,1
1.4,1.8,1.0,-0.4,1.2,0.4,1.8,0.8,0
1.6,0.6,2.4,1.0,2.8,0.4,3.0,2.4,2
1.8,2.0,1.4,-0.2,0.8,1.8,0.6,-1.0,2
0.0,1.0,0.4,-1.0,1.4,1.2,1.2,0.2,0
0.8,1.6,1.0,-0.8,1.0,1.8,0.8,-0.8,2
